loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,pub_rec
28000.0, 60 months,10.64,B,2 years,MORTGAGE,110000.0,Fully Paid,credit_card,19.47,0.0,745.0,749.0,1.0,0.0
11600.0, 60 months,19.99,E,3 years,MORTGAGE,26400.0,Fully Paid,debt_consolidation,13.09,0.0,680.0,684.0,2.0,8.0
35000.0, 36 months,13.67,C,9 years,MORTGAGE,111000.0,Charged Off,debt_consolidation,17.88,0.0,680.0,684.0,0.0,0.0
16000.0, 36 months,6.24,A,,OWN,58000.0,Fully Paid,debt_consolidation,15.95,0.0,690.0,694.0,0.0,0.0
14400.0, 36 months,9.76,B,3 years,RENT,44000.0,Fully Paid,debt_consolidation,36.28,0.0,695.0,699.0,0.0,0.0
24000.0, 60 months,14.48,C,4 years,MORTGAGE,120000.0,Fully Paid,credit_card,24.29,0.0,685.0,689.0,2.0,1.0
4575.0, 36 months,6.24,A,< 1 year,MORTGAGE,71000.0,Fully Paid,other,7.86,0.0,780.0,784.0,0.0,0.0
20000.0, 36 months,6.24,A,10+ years,MORTGAGE,70000.0,Fully Paid,credit_card,26.13,0.0,715.0,719.0,1.0,0.0
8000.0, 36 months,10.99,B,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,22.76,0.0,675.0,679.0,1.0,0.0
14400.0, 60 months,17.97,D,8 years,RENT,64500.0,Charged Off,debt_consolidation,21.4,0.0,660.0,664.0,3.0,1.0
7000.0, 36 months,15.41,D,3 years,RENT,110000.0,Fully Paid,debt_consolidation,8.11,2.0,660.0,664.0,3.0,1.0
4775.0, 36 months,21.48,E,10+ years,OWN,50000.0,Fully Paid,debt_consolidation,17.02,2.0,665.0,669.0,2.0,0.0
5000.0, 36 months,18.49,D,10+ years,OWN,38000.0,Charged Off,house,22.96,0.0,665.0,669.0,2.0,1.0
6000.0, 36 months,12.59,C,2 years,RENT,30000.0,Fully Paid,debt_consolidation,35.0,0.0,675.0,679.0,0.0,1.0
20000.0, 36 months,9.99,B,1 year,RENT,180000.0,Charged Off,other,8.49,0.0,660.0,664.0,0.0,1.0
20000.0, 36 months,9.76,B,,MORTGAGE,48000.0,Fully Paid,debt_consolidation,9.63,0.0,710.0,714.0,1.0,0.0
4800.0, 36 months,13.67,C,3 years,RENT,50000.0,Fully Paid,debt_consolidation,18.96,6.0,675.0,679.0,0.0,0.0
10000.0, 36 months,12.59,C,3 years,RENT,42000.0,Fully Paid,debt_consolidation,13.94,0.0,660.0,664.0,2.0,0.0
30825.0, 60 months,11.49,B,10+ years,MORTGAGE,210000.0,Fully Paid,debt_consolidation,14.13,1.0,715.0,719.0,0.0,0.0
8000.0, 36 months,11.99,C,8 years,MORTGAGE,73000.0,Fully Paid,debt_consolidation,30.82,0.0,675.0,679.0,0.0,0.0
4500.0, 36 months,6.24,A,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,22.76,0.0,755.0,759.0,0.0,0.0
7500.0, 36 months,12.59,C,3 years,RENT,60000.0,Charged Off,debt_consolidation,16.18,0.0,660.0,664.0,0.0,0.0
5200.0, 36 months,9.17,B,10+ years,RENT,80000.0,Fully Paid,credit_card,13.88,0.0,660.0,664.0,0.0,1.0
16000.0, 36 months,13.67,C,10+ years,MORTGAGE,71000.0,Fully Paid,debt_consolidation,9.43,1.0,660.0,664.0,1.0,0.0
12525.0, 36 months,13.99,C,10+ years,OWN,33000.0,Fully Paid,credit_card,33.09,0.0,730.0,734.0,0.0,0.0
10925.0, 36 months,14.85,C,8 years,RENT,60000.0,Fully Paid,debt_consolidation,17.44,0.0,695.0,699.0,0.0,0.0
30000.0, 36 months,11.99,C,3 years,MORTGAGE,80000.0,Charged Off,home_improvement,24.32,0.0,720.0,724.0,0.0,0.0
1550.0, 36 months,14.48,C,5 years,RENT,16800.0,Fully Paid,major_purchase,21.0,0.0,665.0,669.0,2.0,0.0
6000.0, 36 months,6.24,A,10+ years,MORTGAGE,92000.0,Fully Paid,credit_card,6.67,1.0,695.0,699.0,0.0,0.0
13000.0, 36 months,11.99,C,3 years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,7.87,0.0,685.0,689.0,1.0,0.0
21000.0, 36 months,11.22,B,3 years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,15.75,1.0,660.0,664.0,1.0,0.0
10000.0, 36 months,7.89,A,,OWN,60000.0,Fully Paid,debt_consolidation,16.74,0.0,670.0,674.0,1.0,1.0
1000.0, 36 months,11.22,B,,OWN,70000.0,Fully Paid,other,23.01,0.0,665.0,669.0,0.0,0.0
20925.0, 60 months,18.49,E,2 years,MORTGAGE,155000.0,Charged Off,credit_card,9.39,0.0,660.0,664.0,0.0,0.0
8000.0, 36 months,9.8,B,10+ years,OWN,60000.0,Fully Paid,debt_consolidation,4.98,0.0,705.0,709.0,0.0,0.0
10250.0, 36 months,5.32,A,4 years,RENT,40000.0,Fully Paid,credit_card,29.01,0.0,755.0,759.0,1.0,0.0
15000.0, 36 months,5.32,A,1 year,OWN,42000.0,Fully Paid,credit_card,15.56,0.0,740.0,744.0,0.0,0.0
16000.0, 36 months,11.99,C,1 year,MORTGAGE,100000.0,Fully Paid,car,15.82,0.0,660.0,664.0,0.0,1.0
5200.0, 36 months,11.99,C,10+ years,MORTGAGE,30000.0,Fully Paid,credit_card,32.92,0.0,705.0,709.0,1.0,0.0
17050.0, 36 months,18.2,E,< 1 year,RENT,60000.0,Fully Paid,moving,32.87,0.0,700.0,704.0,0.0,0.0
24000.0, 60 months,13.67,C,5 years,MORTGAGE,50000.0,Charged Off,home_improvement,15.07,5.0,745.0,749.0,2.0,0.0
11000.0, 36 months,7.91,A,3 years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,23.88,0.0,715.0,719.0,2.0,0.0
5000.0, 36 months,7.49,A,2 years,MORTGAGE,109000.0,Fully Paid,debt_consolidation,5.24,0.0,685.0,689.0,0.0,2.0
14450.0, 60 months,13.67,C,< 1 year,MORTGAGE,35000.0,Fully Paid,debt_consolidation,16.7,0.0,725.0,729.0,0.0,0.0
14000.0, 60 months,9.76,B,7 years,MORTGAGE,120000.0,Fully Paid,home_improvement,9.56,0.0,750.0,754.0,0.0,0.0
12000.0, 36 months,7.26,A,10+ years,OWN,44000.0,Fully Paid,debt_consolidation,15.55,0.0,715.0,719.0,1.0,1.0
16000.0, 60 months,13.67,C,7 years,RENT,140000.0,Fully Paid,debt_consolidation,13.73,0.0,660.0,664.0,0.0,0.0
5000.0, 36 months,12.05,C,< 1 year,RENT,20000.0,Fully Paid,credit_card,38.54,0.0,670.0,674.0,0.0,0.0
2000.0, 36 months,12.05,C,7 years,MORTGAGE,80000.0,Fully Paid,other,22.58,3.0,670.0,674.0,2.0,1.0
4000.0, 36 months,13.18,C,6 years,MORTGAGE,105000.0,Fully Paid,debt_consolidation,10.72,2.0,660.0,664.0,1.0,0.0
8000.0, 36 months,21.48,E,,RENT,25000.0,Charged Off,credit_card,33.08,0.0,665.0,669.0,1.0,0.0
17800.0, 60 months,19.99,E,9 years,RENT,49500.0,Charged Off,debt_consolidation,25.22,0.0,675.0,679.0,2.0,0.0
19000.0, 60 months,16.59,D,10+ years,MORTGAGE,55000.0,Fully Paid,credit_card,31.72,0.0,665.0,669.0,0.0,0.0
35000.0, 60 months,19.99,E,< 1 year,MORTGAGE,110000.0,Fully Paid,debt_consolidation,28.87,0.0,665.0,669.0,5.0,0.0
4000.0, 36 months,17.57,D,8 years,OWN,84000.0,Fully Paid,credit_card,16.51,1.0,695.0,699.0,1.0,1.0
5000.0, 36 months,13.67,C,2 years,MORTGAGE,80114.0,Fully Paid,debt_consolidation,11.76,0.0,670.0,674.0,2.0,1.0
4000.0, 36 months,11.48,B,5 years,RENT,32500.0,Fully Paid,debt_consolidation,33.46,0.0,680.0,684.0,0.0,0.0
12000.0, 36 months,6.24,A,4 years,RENT,105000.0,Fully Paid,credit_card,6.57,0.0,725.0,729.0,0.0,0.0
10000.0, 60 months,13.67,C,< 1 year,OWN,45000.0,Charged Off,debt_consolidation,14.7,0.0,680.0,684.0,0.0,0.0
35000.0, 36 months,12.59,C,10+ years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,23.47,2.0,660.0,664.0,0.0,0.0
3000.0, 36 months,11.49,B,3 years,MORTGAGE,32000.0,Fully Paid,debt_consolidation,9.79,0.0,685.0,689.0,1.0,1.0
15000.0, 60 months,15.41,D,10+ years,MORTGAGE,45000.0,Fully Paid,credit_card,22.8,0.0,715.0,719.0,1.0,2.0
20000.0, 36 months,13.67,C,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,31.17,1.0,675.0,679.0,0.0,0.0
13200.0, 60 months,19.99,E,< 1 year,MORTGAGE,72000.0,Fully Paid,other,7.3,0.0,680.0,684.0,1.0,1.0
25000.0, 60 months,13.18,C,4 years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,21.07,1.0,660.0,664.0,0.0,0.0
10000.0, 60 months,13.67,C,5 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,10.47,0.0,710.0,714.0,2.0,0.0
15000.0, 36 months,7.26,A,3 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,8.93,0.0,705.0,709.0,2.0,0.0
35000.0, 60 months,17.97,D,7 years,MORTGAGE,79000.0,Charged Off,credit_card,18.49,0.0,690.0,694.0,0.0,0.0
10000.0, 36 months,8.38,B,6 years,MORTGAGE,79000.0,Fully Paid,debt_consolidation,12.94,0.0,670.0,674.0,0.0,0.0
8750.0, 36 months,13.18,C,3 years,RENT,65000.0,Fully Paid,debt_consolidation,16.38,0.0,680.0,684.0,0.0,0.0
7375.0, 36 months,13.18,C,8 years,RENT,28000.0,Fully Paid,debt_consolidation,22.72,0.0,690.0,694.0,0.0,0.0
28000.0, 36 months,5.32,A,1 year,MORTGAGE,265000.0,Fully Paid,home_improvement,9.49,0.0,720.0,724.0,0.0,0.0
7325.0, 36 months,13.67,C,7 years,OWN,36000.0,Fully Paid,other,20.76,0.0,670.0,674.0,0.0,0.0
8000.0, 36 months,13.18,C,10+ years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,12.18,0.0,715.0,719.0,0.0,0.0
6125.0, 36 months,5.32,A,1 year,MORTGAGE,30000.0,Charged Off,credit_card,16.6,0.0,725.0,729.0,0.0,0.0
2775.0, 36 months,19.99,E,7 years,RENT,35000.0,Fully Paid,debt_consolidation,30.08,0.0,660.0,664.0,1.0,0.0
32000.0, 60 months,15.41,D,10+ years,RENT,85000.0,Fully Paid,credit_card,8.73,0.0,670.0,674.0,2.0,0.0
28000.0, 60 months,9.17,B,1 year,MORTGAGE,160000.0,Fully Paid,credit_card,15.13,1.0,720.0,724.0,2.0,0.0
10000.0, 36 months,13.67,C,7 years,OWN,40000.0,Fully Paid,other,30.3,0.0,725.0,729.0,0.0,0.0
2400.0, 36 months,7.91,A,8 years,RENT,26000.0,Fully Paid,debt_consolidation,25.92,0.0,725.0,729.0,0.0,0.0
25000.0, 36 months,8.38,B,6 years,MORTGAGE,168000.0,Fully Paid,debt_consolidation,27.62,3.0,690.0,694.0,0.0,0.0
21000.0, 36 months,11.49,B,2 years,RENT,90000.0,Fully Paid,credit_card,15.52,0.0,730.0,734.0,2.0,3.0
23000.0, 36 months,11.22,B,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,12.92,0.0,680.0,684.0,0.0,0.0
10400.0, 60 months,16.55,D,,MORTGAGE,100000.0,Charged Off,debt_consolidation,17.4,1.0,660.0,664.0,2.0,1.0
17500.0, 36 months,5.32,A,2 years,MORTGAGE,199500.0,Fully Paid,credit_card,14.21,0.0,750.0,754.0,0.0,0.0
24000.0, 60 months,13.99,C,10+ years,MORTGAGE,115000.0,Fully Paid,debt_consolidation,17.71,0.0,690.0,694.0,2.0,1.0
12000.0, 36 months,10.64,B,< 1 year,RENT,155000.0,Fully Paid,other,10.31,0.0,690.0,694.0,0.0,0.0
15000.0, 36 months,15.77,D,10+ years,MORTGAGE,80350.0,Fully Paid,debt_consolidation,26.88,0.0,710.0,714.0,0.0,0.0
19075.0, 60 months,22.99,F,10+ years,MORTGAGE,92000.0,Fully Paid,home_improvement,17.28,0.0,665.0,669.0,0.0,1.0
24000.0, 36 months,12.59,C,,MORTGAGE,49284.0,Charged Off,debt_consolidation,17.63,0.0,670.0,674.0,1.0,1.0
4000.0, 36 months,11.99,C,10+ years,MORTGAGE,48000.0,Fully Paid,home_improvement,27.18,0.0,675.0,679.0,0.0,1.0
35000.0, 60 months,20.5,E,10+ years,MORTGAGE,87250.0,Fully Paid,debt_consolidation,17.04,0.0,660.0,664.0,0.0,0.0
32000.0, 36 months,12.88,C,10+ years,MORTGAGE,108000.0,Fully Paid,credit_card,25.63,1.0,670.0,674.0,2.0,0.0
24000.0, 36 months,7.89,A,,RENT,80000.0,Fully Paid,debt_consolidation,30.6,1.0,705.0,709.0,0.0,0.0
16700.0, 36 months,13.67,C,10+ years,OWN,38000.0,Fully Paid,credit_card,23.91,0.0,690.0,694.0,0.0,0.0
10000.0, 36 months,12.59,C,< 1 year,RENT,70000.0,Fully Paid,other,18.62,0.0,715.0,719.0,0.0,0.0
6250.0, 36 months,19.99,E,9 years,RENT,50000.0,Charged Off,house,9.65,0.0,680.0,684.0,0.0,0.0
7000.0, 36 months,11.49,B,10+ years,MORTGAGE,43000.0,Fully Paid,home_improvement,33.1,0.0,715.0,719.0,0.0,0.0
10000.0, 36 months,11.22,B,10+ years,MORTGAGE,46000.0,Fully Paid,other,20.66,0.0,690.0,694.0,0.0,0.0
20000.0, 36 months,10.64,B,2 years,RENT,110000.0,Charged Off,debt_consolidation,6.77,0.0,695.0,699.0,0.0,0.0
19800.0, 36 months,6.89,A,4 years,MORTGAGE,70000.0,Fully Paid,credit_card,22.48,0.0,695.0,699.0,0.0,0.0
14000.0, 36 months,9.76,B,10+ years,RENT,61000.0,Fully Paid,debt_consolidation,37.66,0.0,745.0,749.0,0.0,0.0
8000.0, 36 months,10.64,B,4 years,RENT,23000.0,Fully Paid,debt_consolidation,12.73,0.0,665.0,669.0,1.0,0.0
16000.0, 60 months,10.99,B,< 1 year,MORTGAGE,115000.0,Fully Paid,debt_consolidation,11.91,0.0,705.0,709.0,0.0,0.0
18000.0, 36 months,5.32,A,10+ years,MORTGAGE,90000.0,Fully Paid,credit_card,11.53,0.0,685.0,689.0,0.0,0.0
35000.0, 60 months,19.99,E,3 years,RENT,110000.0,Charged Off,debt_consolidation,21.78,0.0,700.0,704.0,0.0,0.0
20000.0, 60 months,11.99,C,10+ years,MORTGAGE,150000.0,Fully Paid,house,4.76,0.0,735.0,739.0,1.0,0.0
18000.0, 36 months,8.38,B,10+ years,MORTGAGE,104000.0,Fully Paid,debt_consolidation,16.35,11.0,680.0,684.0,2.0,0.0
35000.0, 36 months,7.89,A,,MORTGAGE,76900.0,Fully Paid,debt_consolidation,13.72,0.0,740.0,744.0,0.0,0.0
30000.0, 60 months,18.49,E,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,16.39,1.0,685.0,689.0,0.0,0.0
2000.0, 36 months,11.99,C,10+ years,MORTGAGE,53000.0,Charged Off,major_purchase,25.14,0.0,660.0,664.0,0.0,1.0
9600.0, 36 months,9.17,B,2 years,RENT,55000.0,Fully Paid,debt_consolidation,13.81,0.0,670.0,674.0,0.0,0.0
10000.0, 36 months,12.59,C,< 1 year,MORTGAGE,80000.0,Fully Paid,debt_consolidation,3.23,0.0,660.0,664.0,4.0,1.0
10000.0, 36 months,12.05,C,10+ years,MORTGAGE,50000.0,Fully Paid,home_improvement,17.79,0.0,685.0,689.0,0.0,0.0
5000.0, 36 months,14.48,C,2 years,MORTGAGE,25200.0,Fully Paid,debt_consolidation,35.43,1.0,680.0,684.0,1.0,0.0
8400.0, 36 months,5.32,A,8 years,MORTGAGE,70000.0,Fully Paid,credit_card,26.66,0.0,690.0,694.0,1.0,0.0
2000.0, 36 months,11.99,C,4 years,RENT,35000.0,Fully Paid,debt_consolidation,4.01,0.0,660.0,664.0,2.0,1.0
15000.0, 60 months,13.18,C,5 years,RENT,62000.0,Fully Paid,debt_consolidation,17.94,0.0,680.0,684.0,1.0,1.0
9000.0, 36 months,14.48,C,< 1 year,RENT,40000.0,Charged Off,major_purchase,31.29,0.0,665.0,669.0,1.0,2.0
24750.0, 60 months,24.99,F,4 years,MORTGAGE,77360.16,Charged Off,other,20.09,1.0,660.0,664.0,0.0,0.0
5700.0, 36 months,15.41,D,10+ years,MORTGAGE,84500.0,Fully Paid,other,36.59,0.0,665.0,669.0,0.0,0.0
10000.0, 36 months,10.64,B,10+ years,MORTGAGE,63000.0,Charged Off,credit_card,33.92,0.0,675.0,679.0,2.0,0.0
8550.0, 36 months,13.67,C,,OWN,18768.0,Fully Paid,moving,26.67,0.0,670.0,674.0,1.0,2.0
18000.0, 60 months,9.17,B,2 years,MORTGAGE,50232.0,Fully Paid,credit_card,16.2,0.0,685.0,689.0,0.0,0.0
16800.0, 60 months,18.99,E,,RENT,37360.0,Fully Paid,debt_consolidation,32.64,0.0,675.0,679.0,1.0,0.0
21000.0, 36 months,7.26,A,10+ years,OWN,47800.0,Fully Paid,debt_consolidation,17.7,0.0,745.0,749.0,0.0,0.0
24000.0, 36 months,6.24,A,10+ years,MORTGAGE,125000.0,Fully Paid,credit_card,21.18,1.0,710.0,714.0,0.0,0.0
6000.0, 36 months,5.32,A,10+ years,MORTGAGE,67000.0,Fully Paid,credit_card,24.0,0.0,720.0,724.0,0.0,0.0
10000.0, 36 months,7.26,A,10+ years,OWN,140000.0,Fully Paid,debt_consolidation,1.5,0.0,690.0,694.0,0.0,0.0
3000.0, 36 months,6.24,A,2 years,MORTGAGE,55461.0,Fully Paid,credit_card,18.13,0.0,775.0,779.0,0.0,0.0
27000.0, 36 months,14.85,C,6 years,MORTGAGE,127000.0,Fully Paid,small_business,18.85,0.0,665.0,669.0,1.0,0.0
12000.0, 60 months,8.38,B,2 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,0.86,0.0,785.0,789.0,0.0,0.0
7000.0, 36 months,9.76,B,2 years,MORTGAGE,55000.0,Fully Paid,credit_card,21.95,0.0,675.0,679.0,2.0,1.0
7000.0, 36 months,9.17,B,,RENT,25000.0,Fully Paid,credit_card,6.43,0.0,660.0,664.0,0.0,2.0
4000.0, 36 months,13.18,C,5 years,RENT,48500.0,Fully Paid,debt_consolidation,6.06,0.0,695.0,699.0,2.0,0.0
16800.0, 60 months,19.48,E,7 years,RENT,56500.0,Fully Paid,credit_card,22.81,0.0,670.0,674.0,2.0,0.0
5500.0, 36 months,8.38,B,2 years,RENT,26400.0,Fully Paid,debt_consolidation,24.73,1.0,690.0,694.0,0.0,0.0
4800.0, 36 months,11.48,B,9 years,OWN,52000.0,Fully Paid,debt_consolidation,9.99,1.0,735.0,739.0,0.0,1.0
24000.0, 36 months,9.99,B,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,20.33,1.0,710.0,714.0,1.0,0.0
35000.0, 36 months,7.89,A,1 year,MORTGAGE,130000.0,Fully Paid,credit_card,22.82,0.0,715.0,719.0,0.0,0.0
6000.0, 36 months,9.76,B,3 years,RENT,60000.0,Fully Paid,other,6.42,0.0,680.0,684.0,0.0,1.0
7200.0, 36 months,8.38,B,,OWN,29580.0,Fully Paid,debt_consolidation,10.47,0.0,705.0,709.0,0.0,0.0
20000.0, 60 months,18.49,E,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,38.95,0.0,660.0,664.0,1.0,0.0
32000.0, 60 months,16.99,D,8 years,MORTGAGE,405000.0,Fully Paid,medical,10.49,1.0,690.0,694.0,0.0,0.0
30000.0, 36 months,8.38,B,5 years,MORTGAGE,127610.0,Fully Paid,debt_consolidation,34.01,0.0,690.0,694.0,0.0,0.0
7000.0, 36 months,12.59,C,< 1 year,RENT,17000.0,Fully Paid,credit_card,38.06,0.0,690.0,694.0,2.0,1.0
15000.0, 36 months,6.24,A,3 years,RENT,185000.0,Fully Paid,credit_card,6.53,0.0,750.0,754.0,0.0,0.0
12500.0, 36 months,16.55,D,10+ years,RENT,35000.0,Fully Paid,debt_consolidation,27.67,1.0,675.0,679.0,0.0,0.0
5000.0, 36 months,12.59,C,10+ years,RENT,38000.0,Fully Paid,debt_consolidation,35.82,1.0,690.0,694.0,1.0,0.0
13000.0, 36 months,5.32,A,,MORTGAGE,93130.0,Fully Paid,home_improvement,26.48,0.0,795.0,799.0,1.0,0.0
21000.0, 60 months,13.67,C,10+ years,RENT,75000.0,Charged Off,debt_consolidation,27.09,0.0,660.0,664.0,0.0,0.0
3500.0, 36 months,10.64,B,10+ years,RENT,65089.0,Charged Off,debt_consolidation,30.59,1.0,660.0,664.0,0.0,0.0
7000.0, 36 months,9.17,B,6 years,RENT,50000.0,Charged Off,debt_consolidation,12.99,0.0,660.0,664.0,0.0,1.0
8000.0, 36 months,14.48,C,10+ years,OWN,76960.0,Fully Paid,major_purchase,24.19,0.0,665.0,669.0,1.0,1.0
3000.0, 36 months,12.59,C,2 years,RENT,66650.0,Fully Paid,debt_consolidation,7.26,0.0,660.0,664.0,0.0,0.0
22000.0, 36 months,9.17,B,2 years,OWN,53000.0,Fully Paid,credit_card,15.4,5.0,660.0,664.0,0.0,0.0
7000.0, 36 months,15.77,D,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,7.28,0.0,670.0,674.0,1.0,0.0
28000.0, 60 months,9.17,B,< 1 year,RENT,224000.0,Fully Paid,credit_card,19.33,0.0,700.0,704.0,0.0,0.0
20225.0, 36 months,12.59,C,4 years,MORTGAGE,46000.0,Fully Paid,debt_consolidation,16.38,0.0,760.0,764.0,1.0,0.0
10000.0, 36 months,13.18,C,2 years,RENT,45000.0,Fully Paid,credit_card,13.07,0.0,690.0,694.0,0.0,0.0
18000.0, 36 months,8.38,B,5 years,RENT,76125.0,Fully Paid,debt_consolidation,12.27,1.0,665.0,669.0,2.0,1.0
5000.0, 36 months,11.22,B,10+ years,MORTGAGE,35000.0,Fully Paid,other,26.89,0.0,670.0,674.0,3.0,1.0
28000.0, 60 months,15.77,D,10+ years,MORTGAGE,82000.0,Fully Paid,credit_card,31.77,0.0,695.0,699.0,1.0,0.0
7200.0, 36 months,11.22,B,10+ years,RENT,40000.0,Fully Paid,credit_card,10.78,0.0,660.0,664.0,2.0,0.0
12000.0, 36 months,9.17,B,7 years,RENT,60000.0,Fully Paid,credit_card,23.32,4.0,710.0,714.0,0.0,0.0
24000.0, 36 months,9.17,B,< 1 year,MORTGAGE,125000.0,Fully Paid,debt_consolidation,21.55,0.0,730.0,734.0,0.0,0.0
6000.0, 36 months,11.99,C,1 year,RENT,26000.0,Charged Off,credit_card,12.14,0.0,660.0,664.0,0.0,0.0
6000.0, 36 months,13.18,C,10+ years,RENT,49901.2,Charged Off,other,7.43,0.0,675.0,679.0,1.0,0.0
11200.0, 60 months,16.99,D,3 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,10.87,0.0,690.0,694.0,0.0,0.0
7100.0, 36 months,16.99,D,10+ years,RENT,54000.0,Charged Off,debt_consolidation,12.94,0.0,665.0,669.0,0.0,1.0
4000.0, 36 months,10.78,B,9 years,RENT,51000.0,Fully Paid,home_improvement,20.75,0.0,665.0,669.0,0.0,1.0
15000.0, 36 months,11.22,B,9 years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,16.75,0.0,680.0,684.0,0.0,1.0
15000.0, 60 months,13.67,C,8 years,RENT,65000.0,Fully Paid,debt_consolidation,7.72,0.0,690.0,694.0,0.0,0.0
3975.0, 36 months,16.55,D,,MORTGAGE,70000.0,Charged Off,debt_consolidation,22.7,0.0,680.0,684.0,1.0,0.0
20000.0, 60 months,16.99,D,10+ years,RENT,75000.0,Charged Off,debt_consolidation,35.92,0.0,715.0,719.0,0.0,0.0
35000.0, 36 months,7.89,A,4 years,RENT,210000.0,Fully Paid,major_purchase,16.72,0.0,805.0,809.0,0.0,0.0
10000.0, 36 months,11.99,C,9 years,MORTGAGE,40000.0,Charged Off,debt_consolidation,24.21,0.0,680.0,684.0,0.0,0.0
9075.0, 36 months,15.41,D,,MORTGAGE,63000.0,Fully Paid,debt_consolidation,14.44,0.0,715.0,719.0,1.0,0.0
15000.0, 36 months,10.64,B,6 years,RENT,85000.0,Charged Off,house,21.49,2.0,665.0,669.0,0.0,0.0
14000.0, 60 months,11.22,B,10+ years,MORTGAGE,67716.0,Fully Paid,credit_card,11.31,0.0,670.0,674.0,1.0,1.0
35000.0, 60 months,19.99,E,5 years,OWN,104400.0,Fully Paid,home_improvement,15.18,0.0,675.0,679.0,2.0,0.0
17600.0, 36 months,11.22,B,4 years,RENT,106055.39,Fully Paid,house,18.84,1.0,730.0,734.0,0.0,0.0
16000.0, 60 months,13.67,C,8 years,MORTGAGE,62000.0,Fully Paid,debt_consolidation,29.54,1.0,680.0,684.0,1.0,0.0
4000.0, 36 months,8.38,B,6 years,RENT,67000.0,Charged Off,medical,9.21,0.0,785.0,789.0,0.0,0.0
30000.0, 60 months,18.99,E,2 years,RENT,120000.0,Fully Paid,debt_consolidation,18.1,0.0,725.0,729.0,0.0,0.0
21950.0, 60 months,18.49,E,10+ years,RENT,49900.0,Charged Off,debt_consolidation,25.11,0.0,695.0,699.0,0.0,0.0
15000.0, 36 months,11.99,C,2 years,RENT,55000.0,Charged Off,debt_consolidation,29.63,3.0,665.0,669.0,0.0,0.0
4800.0, 36 months,11.22,B,4 years,RENT,24480.0,Fully Paid,credit_card,9.35,0.0,675.0,679.0,0.0,0.0
30000.0, 60 months,10.64,B,10+ years,RENT,105000.0,Charged Off,credit_card,30.33,0.0,685.0,689.0,0.0,0.0
12000.0, 36 months,12.88,C,8 years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,5.75,0.0,680.0,684.0,1.0,0.0
18750.0, 60 months,17.57,D,10+ years,MORTGAGE,98800.0,Charged Off,debt_consolidation,22.51,0.0,700.0,704.0,0.0,1.0
7200.0, 36 months,13.44,C,2 years,MORTGAGE,276000.0,Fully Paid,debt_consolidation,7.44,1.0,680.0,684.0,1.0,0.0
15750.0, 60 months,21.99,F,< 1 year,OWN,42000.0,Fully Paid,debt_consolidation,30.03,0.0,660.0,664.0,3.0,1.0
21400.0, 36 months,11.22,B,4 years,RENT,51000.0,Charged Off,debt_consolidation,13.42,2.0,670.0,674.0,0.0,1.0
12000.0, 36 months,10.64,B,7 years,MORTGAGE,65000.0,Fully Paid,major_purchase,19.34,1.0,660.0,664.0,1.0,0.0
28100.0, 60 months,23.99,F,5 years,RENT,305000.0,Charged Off,debt_consolidation,10.65,0.0,670.0,674.0,3.0,2.0
15000.0, 36 months,9.76,B,< 1 year,OWN,45000.0,Charged Off,major_purchase,1.79,0.0,665.0,669.0,0.0,0.0
14400.0, 36 months,10.64,B,< 1 year,MORTGAGE,41784.0,Fully Paid,credit_card,34.92,0.0,690.0,694.0,0.0,0.0
19500.0, 60 months,13.18,C,1 year,MORTGAGE,45000.0,Fully Paid,credit_card,20.62,0.0,750.0,754.0,0.0,0.0
12000.0, 36 months,7.26,A,< 1 year,RENT,45000.0,Fully Paid,debt_consolidation,10.99,0.0,740.0,744.0,0.0,0.0
18000.0, 60 months,14.48,C,10+ years,MORTGAGE,83000.0,Fully Paid,debt_consolidation,18.96,2.0,660.0,664.0,1.0,1.0
9250.0, 36 months,18.2,E,6 years,MORTGAGE,110000.0,Fully Paid,home_improvement,7.93,3.0,690.0,694.0,0.0,0.0
10000.0, 36 months,8.38,B,2 years,OWN,70000.0,Fully Paid,credit_card,22.7,0.0,660.0,664.0,0.0,0.0
